"TOON","LEVEL","GEARSLOT1","GEARSLOT2","GEARSLOT3","GEARSLOT4","GEARSLOT5","GEARSLOT6"
"first-order-tie-pilot","11","unknown-gear","mk-8-biotech-implant","mk-4-sienar-holo-projector","mk-3-carbanti-sensor-array","mk-5-chiewab-hypo-syringe","mk-7-merr-sonn-shield-generator"
"gamorrean-guard","1","mk-1-fabritech-data-pad","mk-1-arakyd-droid-caller","mk-1-neuro-saav-electrobinoculars","mk-1-nubian-security-scanner","mk-1-akt-stun-gun","mk-1-baw-armor-mod"
"gamorrean-guard","2","mk-1-chiewab-hypo-syringe","mk-2-loronar-power-cell","mk-2-taggeco-holo-lens","mk-1-chiewab-hypo-syringe","mk-3-baw-armor-mod","mk-1-sienar-holo-projector"
"gamorrean-guard","3","mk-2-loronar-power-cell","mk-3-biotech-implant","mk-5-blastech-weapon-mod","mk-1-merr-sonn-thermal-detonator","mk-6-loronar-power-cell","mk-4-fabritech-data-pad"
"gamorrean-guard","4","mk-6-loronar-power-cell","mk-6-fabritech-data-pad","mk-4-fabritech-data-pad","mk-3-chiewab-hypo-syringe","mk-4-nubian-design-tech","mk-3-nubian-design-tech"
"gamorrean-guard","5","mk-3-nubian-design-tech","mk-2-merr-sonn-shield-generator","mk-2-merr-sonn-shield-generator","mk-4-nubian-design-tech","mk-7-fabritech-data-pad","mk-1-zaltin-bacta-gel"
"gamorrean-guard","6","mk-6-fabritech-data-pad","mk-7-fabritech-data-pad","mk-4-arakyd-droid-caller","mk-4-arakyd-droid-caller","mk-4-sorosuub-keypad","mk-8-blastech-weapon-mod"
"gamorrean-guard","7","mk-6-neuro-saav-electrobinoculars","mk-7-loronar-power-cell","mk-4-arakyd-droid-caller","mk-8-taggeco-holo-lens","mk-3-athakam-medpac","mk-3-carbanti-sensor-array"
"gamorrean-guard","8","mk-6-neuro-saav-electrobinoculars","mk-5-arakyd-droid-caller","mk-3-carbanti-sensor-array","mk-3-carbanti-sensor-array","mk-3-czerka-stun-cuffs","mk-5-akt-stun-gun"
"gamorrean-guard","9","mk-3-sienar-holo-projector","mk-3-athakam-medpac","mk-3-carbanti-sensor-array","mk-5-arakyd-droid-caller","mk-7-nubian-security-scanner","mk-5-merr-sonn-thermal-detonator"
"gamorrean-guard","10","mk-7-nubian-security-scanner","mk-4-carbanti-sensor-array","mk-9-neuro-saav-electrobinoculars","mk-11-blastech-weapon-mod","mk-10-neuro-saav-electrobinoculars","mk-6-merr-sonn-thermal-detonator"
"gamorrean-guard","11","mk-11-blastech-weapon-mod","mk-10-neuro-saav-electrobinoculars","mk-6-merr-sonn-thermal-detonator","unknown-gear","unknown-gear","unknown-gear"
"gar-saxon","1","mk-1-blastech-weapon-mod","mk-1-nubian-security-scanner","mk-1-akt-stun-gun","mk-1-neuro-saav-electrobinoculars","mk-1-baw-armor-mod","mk-1-loronar-power-cell"
"gar-saxon","2","mk-1-sienar-holo-projector","mk-3-baw-armor-mod","mk-2-sorosuub-keypad","mk-1-chiewab-hypo-syringe","mk-1-merr-sonn-shield-generator","mk-1-akt-stun-gun"
"gar-saxon","3","mk-4-fabritech-data-pad","mk-3-sorosuub-keypad","mk-2-merr-sonn-thermal-detonator","mk-3-fabritech-data-pad","mk-2-chiewab-hypo-syringe","mk-3-merr-sonn-shield-generator"
"gar-saxon","4","mk-4-nubian-security-scanner","mk-5-taggeco-holo-lens","mk-4-fabritech-data-pad","mk-3-biotech-implant","mk-2-chiewab-hypo-syringe","mk-3-blastech-weapon-mod"
"gar-saxon","5","mk-6-neuro-saav-electrobinoculars","mk-6-taggeco-holo-lens","mk-7-fabritech-data-pad","mk-3-chiewab-hypo-syringe","mk-2-merr-sonn-shield-generator","mk-6-blastech-weapon-mod"
"gar-saxon","6","mk-6-biotech-implant","mk-4-arakyd-droid-caller","mk-5-sorosuub-keypad","mk-4-akt-stun-gun","mk-4-sorosuub-keypad","mk-6-taggeco-holo-lens"
"gar-saxon","7","mk-6-merr-sonn-shield-generator","mk-6-chiewab-hypo-syringe","mk-3-carbanti-sensor-array","mk-4-sorosuub-keypad","mk-4-nubian-design-tech","mk-5-neuro-saav-electrobinoculars"
"gar-saxon","8","mk-5-arakyd-droid-caller","mk-5-akt-stun-gun","mk-3-czerka-stun-cuffs","mk-7-fabritech-data-pad","mk-4-merr-sonn-thermal-detonator","mk-6-baw-armor-mod"
"gar-saxon","9","mk-7-nubian-security-scanner","mk-4-chedak-comlink","mk-7-biotech-implant","mk-3-carbanti-sensor-array","mk-2-zaltin-bacta-gel","mk-4-arakyd-droid-caller"
"gar-saxon","10","mk-11-blastech-weapon-mod","mk-7-merr-sonn-shield-generator","mk-9-neuro-saav-electrobinoculars","mk-10-blastech-weapon-mod","mk-4-carbanti-sensor-array","mk-8-biotech-implant"
"gar-saxon","11","unknown-gear","mk-6-merr-sonn-thermal-detonator","mk-3-zaltin-bacta-gel","mk-10-taggeco-holo-lens","unknown-gear","unknown-gear"
"garazeb-zeb-orrelios","1","mk-1-blastech-weapon-mod","mk-1-nubian-security-scanner","mk-1-loronar-power-cell","mk-1-cec-fusion-furnace","mk-1-akt-stun-gun","mk-1-neuro-saav-electrobinoculars"
"garazeb-zeb-orrelios","2","mk-3-blastech-weapon-mod","mk-3-baw-armor-mod","mk-2-sorosuub-keypad","mk-1-chiewab-hypo-syringe","mk-1-merr-sonn-shield-generator","mk-1-sienar-holo-projector"
"garazeb-zeb-orrelios","3","mk-5-biotech-implant","mk-6-loronar-power-cell","mk-6-loronar-power-cell","mk-4-neuro-saav-electrobinoculars","mk-4-blastech-weapon-mod","mk-3-biotech-implant"
"garazeb-zeb-orrelios","4","mk-3-nubian-design-tech","mk-6-baw-armor-mod","mk-6-blastech-weapon-mod","mk-2-merr-sonn-shield-generator","mk-3-chiewab-hypo-syringe","mk-4-baw-armor-mod"
"garazeb-zeb-orrelios","5","mk-2-czerka-stun-cuffs","mk-7-fabritech-data-pad","mk-3-nubian-design-tech","mk-6-baw-armor-mod","mk-5-biotech-implant","mk-4-baw-armor-mod"
"garazeb-zeb-orrelios","6","mk-5-nubian-security-scanner","mk-4-arakyd-droid-caller","mk-5-sorosuub-keypad","mk-4-merr-sonn-thermal-detonator","mk-6-taggeco-holo-lens","mk-5-neuro-saav-electrobinoculars"
"garazeb-zeb-orrelios","7","mk-3-carbanti-sensor-array","mk-7-taggeco-holo-lens","mk-8-taggeco-holo-lens","mk-5-nubian-security-scanner","mk-5-sorosuub-keypad","mk-4-baw-armor-mod"
"garazeb-zeb-orrelios","8","mk-5-cec-fusion-furnace","mk-5-akt-stun-gun","mk-5-akt-stun-gun","mk-3-carbanti-sensor-array","mk-6-chiewab-hypo-syringe","mk-4-fabritech-data-pad"
"garazeb-zeb-orrelios","9","mk-6-nubian-design-tech","mk-9-blastech-weapon-mod","mk-7-nubian-security-scanner","mk-3-carbanti-sensor-array","mk-3-czerka-stun-cuffs","mk-8-taggeco-holo-lens"
"garazeb-zeb-orrelios","10","mk-3-zaltin-bacta-gel","mk-5-merr-sonn-thermal-detonator","mk-5-akt-stun-gun","mk-8-biotech-implant","mk-10-taggeco-holo-lens","mk-10-blastech-weapon-mod"
"garazeb-zeb-orrelios","11","mk-3-zaltin-bacta-gel","mk-11-blastech-weapon-mod","unknown-gear","unknown-gear","unknown-gear","mk-10-blastech-weapon-mod"
"general-grievous","1","mk-1-loronar-power-cell","mk-1-blastech-weapon-mod","mk-1-cec-fusion-furnace","mk-1-neuro-saav-electrobinoculars","mk-1-baw-armor-mod","mk-1-loronar-power-cell"
"general-grievous","2","mk-1-loronar-power-cell","mk-2-blastech-weapon-mod","mk-2-nubian-security-scanner","mk-2-biotech-implant","mk-3-taggeco-holo-lens","mk-3-loronar-power-cell"
"general-grievous","3","mk-1-sienar-holo-projector","mk-5-blastech-weapon-mod","mk-3-arakyd-droid-caller","mk-5-biotech-implant","mk-1-chedak-comlink","mk-5-baw-armor-mod"
"general-grievous","4","mk-1-merr-sonn-thermal-detonator","mk-1-athakam-medpac","mk-6-fabritech-data-pad","mk-2-chedak-comlink","mk-6-baw-armor-mod","mk-2-sienar-holo-projector"
"general-grievous","5","mk-1-merr-sonn-thermal-detonator","mk-5-baw-armor-mod","mk-6-neuro-saav-electrobinoculars","mk-4-chiewab-hypo-syringe","mk-7-fabritech-data-pad","mk-4-merr-sonn-thermal-detonator"
"general-grievous","6","mk-6-fabritech-data-pad","mk-2-sienar-holo-projector","mk-5-merr-sonn-shield-generator","mk-6-neuro-saav-electrobinoculars","mk-4-sorosuub-keypad","mk-4-arakyd-droid-caller"
"general-grievous","7","mk-6-fabritech-data-pad","mk-4-sorosuub-keypad","mk-4-arakyd-droid-caller","mk-6-chiewab-hypo-syringe","mk-3-chedak-comlink","mk-5-chiewab-hypo-syringe"
"general-grievous","8","mk-3-sienar-holo-projector","mk-8-blastech-weapon-mod","mk-5-chiewab-hypo-syringe","mk-6-chiewab-hypo-syringe","mk-5-cec-fusion-furnace","mk-3-czerka-stun-cuffs"
"general-grievous","9","mk-8-fabritech-data-pad","mk-6-chiewab-hypo-syringe","mk-3-czerka-stun-cuffs","mk-5-cec-fusion-furnace","mk-7-nubian-security-scanner","mk-4-chedak-comlink"
"general-grievous","10","mk-4-carbanti-sensor-array","mk-3-sienar-holo-projector","mk-5-akt-stun-gun","mk-5-merr-sonn-thermal-detonator","mk-9-neuro-saav-electrobinoculars","mk-6-merr-sonn-thermal-detonator"
"general-grievous","11","mk-5-akt-stun-gun","mk-8-biotech-implant","mk-7-merr-sonn-shield-generator","mk-7-merr-sonn-shield-generator","unknown-gear","mk-6-merr-sonn-thermal-detonator"
"general-kenobi","1","mk-1-neuro-saav-electrobinoculars","mk-1-nubian-security-scanner","mk-1-nubian-security-scanner","mk-1-nubian-security-scanner","mk-1-fabritech-data-pad","mk-1-arakyd-droid-caller"
"general-kenobi","2","mk-1-sienar-holo-projector","mk-3-blastech-weapon-mod","mk-1-merr-sonn-shield-generator","mk-2-loronar-power-cell","mk-1-chiewab-hypo-syringe","mk-2-taggeco-holo-lens"
"general-kenobi","3","mk-3-merr-sonn-shield-generator","mk-3-fabritech-data-pad","mk-4-blastech-weapon-mod","mk-3-sorosuub-keypad","mk-2-chiewab-hypo-syringe","mk-4-fabritech-data-pad"
"general-kenobi","4","mk-1-sienar-holo-projector","mk-5-fabritech-data-pad","mk-4-baw-armor-mod","mk-2-merr-sonn-shield-generator","mk-5-taggeco-holo-lens","mk-2-athakam-medpac"
"general-kenobi","5","mk-3-biotech-implant","mk-4-baw-armor-mod","mk-4-fabritech-data-pad","mk-5-taggeco-holo-lens","mk-6-taggeco-holo-lens","mk-1-zaltin-bacta-gel"
"general-kenobi","6","mk-2-merr-sonn-shield-generator","mk-3-sienar-holo-projector","mk-3-sienar-holo-projector","mk-4-cec-fusion-furnace","mk-6-biotech-implant","mk-8-blastech-weapon-mod"
"general-kenobi","7","mk-4-fabritech-data-pad","mk-4-sorosuub-keypad","mk-4-arakyd-droid-caller","mk-3-carbanti-sensor-array","mk-3-carbanti-sensor-array","mk-6-merr-sonn-shield-generator"
"general-kenobi","8","mk-2-merr-sonn-shield-generator","mk-3-carbanti-sensor-array","mk-3-carbanti-sensor-array","mk-5-akt-stun-gun","mk-5-akt-stun-gun","mk-5-arakyd-droid-caller"
"general-kenobi","9","mk-3-sienar-holo-projector","mk-3-carbanti-sensor-array","mk-2-zaltin-bacta-gel","mk-5-akt-stun-gun","mk-5-merr-sonn-thermal-detonator","mk-6-nubian-design-tech"
"general-kenobi","10","mk-4-arakyd-droid-caller","mk-3-czerka-stun-cuffs","mk-3-czerka-stun-cuffs","mk-4-carbanti-sensor-array","mk-4-chedak-comlink","mk-11-blastech-weapon-mod"
"general-kenobi","11","mk-3-sienar-holo-projector","mk-10-neuro-saav-electrobinoculars","mk-7-merr-sonn-shield-generator","mk-4-sienar-holo-projector","mk-6-merr-sonn-thermal-detonator","unknown-gear"
"general-veers","1","mk-1-taggeco-holo-lens","mk-1-biotech-implant","mk-1-biotech-implant","mk-1-neuro-saav-electrobinoculars","mk-1-blastech-weapon-mod","mk-1-arakyd-droid-caller"
"general-veers","2","mk-3-taggeco-holo-lens","mk-1-czerka-stun-cuffs","mk-1-czerka-stun-cuffs","mk-2-baw-armor-mod","mk-2-fabritech-data-pad","mk-1-sienar-holo-projector"
"general-veers","3","mk-5-baw-armor-mod","mk-3-nubian-security-scanner","mk-5-loronar-power-cell","mk-4-loronar-power-cell","mk-1-czerka-stun-cuffs","mk-1-merr-sonn-shield-generator"
"general-veers","4","mk-7-blastech-weapon-mod","mk-4-fabritech-data-pad","mk-2-merr-sonn-shield-generator","mk-3-sorosuub-keypad","mk-3-chiewab-hypo-syringe","mk-4-merr-sonn-shield-generator"
"general-veers","5","mk-1-zaltin-bacta-gel","mk-4-nubian-design-tech","mk-3-chiewab-hypo-syringe","mk-3-chiewab-hypo-syringe","mk-5-blastech-weapon-mod","mk-7-baw-armor-mod"
"general-veers","6","mk-4-arakyd-droid-caller","mk-7-loronar-power-cell","mk-4-cec-fusion-furnace","mk-3-chiewab-hypo-syringe","mk-7-baw-armor-mod","mk-6-baw-armor-mod"
"general-veers","7","mk-3-athakam-medpac","mk-2-zaltin-bacta-gel","mk-4-chiewab-hypo-syringe","mk-7-blastech-weapon-mod","mk-7-blastech-weapon-mod","mk-4-akt-stun-gun"
"general-veers","8","mk-7-biotech-implant","mk-3-czerka-stun-cuffs","mk-8-fabritech-data-pad","mk-4-sorosuub-keypad","mk-4-chiewab-hypo-syringe","mk-7-blastech-weapon-mod"
"general-veers","9","mk-6-nubian-design-tech","mk-7-nubian-security-scanner","mk-7-taggeco-holo-lens","mk-5-sorosuub-keypad","mk-4-akt-stun-gun","mk-3-athakam-medpac"
"general-veers","10","mk-7-nubian-security-scanner","mk-6-merr-sonn-thermal-detonator","mk-7-nubian-security-scanner","mk-6-nubian-design-tech","mk-6-nubian-design-tech","mk-3-czerka-stun-cuffs"
"general-veers","11","mk-5-akt-stun-gun","mk-8-neuro-saav-electrobinoculars","mk-7-merr-sonn-shield-generator","mk-7-merr-sonn-shield-generator","mk-6-merr-sonn-thermal-detonator","unknown-gear"
"geonosian-soldier","1","mk-1-blastech-weapon-mod","mk-1-baw-armor-mod","mk-1-neuro-saav-electrobinoculars","mk-1-taggeco-holo-lens","mk-1-loronar-power-cell","mk-1-fabritech-data-pad"
"geonosian-soldier","2","mk-1-merr-sonn-shield-generator","mk-2-nubian-security-scanner","mk-2-blastech-weapon-mod","mk-2-neuro-saav-electrobinoculars","mk-2-biotech-implant","mk-3-blastech-weapon-mod"
"geonosian-soldier","3","mk-3-loronar-power-cell","mk-3-blastech-weapon-mod","mk-3-fabritech-data-pad","mk-2-blastech-weapon-mod","mk-3-cec-fusion-furnace","mk-3-arakyd-droid-caller"
"geonosian-soldier","4","mk-2-sorosuub-keypad","mk-3-fabritech-data-pad","mk-2-merr-sonn-thermal-detonator","mk-2-chedak-comlink","mk-5-biotech-implant","mk-2-athakam-medpac"
"geonosian-soldier","5","mk-3-fabritech-data-pad","mk-4-neuro-saav-electrobinoculars","mk-3-cec-fusion-furnace","mk-1-merr-sonn-thermal-detonator","mk-4-loronar-power-cell","mk-2-czerka-stun-cuffs"
"geonosian-soldier","6","mk-4-loronar-power-cell","mk-1-chedak-comlink","mk-5-biotech-implant","mk-1-carbanti-sensor-array","mk-7-loronar-power-cell","mk-4-arakyd-droid-caller"
"geonosian-soldier","7","mk-5-biotech-implant","mk-6-baw-armor-mod","mk-2-sienar-holo-projector","mk-2-athakam-medpac","mk-2-czerka-stun-cuffs","mk-8-fabritech-data-pad"
"geonosian-soldier","8","mk-1-merr-sonn-thermal-detonator","mk-6-loronar-power-cell","mk-1-carbanti-sensor-array","mk-8-blastech-weapon-mod","mk-2-zaltin-bacta-gel","mk-3-czerka-stun-cuffs"
"geonosian-soldier","9","mk-2-chedak-comlink","mk-2-merr-sonn-shield-generator","mk-2-zaltin-bacta-gel","mk-6-merr-sonn-shield-generator","mk-6-chiewab-hypo-syringe","mk-6-nubian-design-tech"
"geonosian-soldier","10","mk-9-fabritech-data-pad","mk-11-blastech-weapon-mod","mk-6-nubian-design-tech","mk-8-taggeco-holo-lens","mk-2-merr-sonn-thermal-detonator","mk-1-carbanti-sensor-array"
"geonosian-soldier","11","unknown-gear","mk-8-biotech-implant","mk-3-zaltin-bacta-gel","unknown-gear","unknown-gear","unknown-gear"
"geonosian-spy","1","mk-1-blastech-weapon-mod","mk-1-blastech-weapon-mod","mk-1-loronar-power-cell","mk-1-loronar-power-cell","mk-1-taggeco-holo-lens","mk-1-neuro-saav-electrobinoculars"
"geonosian-spy","2","mk-1-blastech-weapon-mod","mk-1-merr-sonn-shield-generator","mk-2-cec-fusion-furnace","mk-3-loronar-power-cell","mk-3-loronar-power-cell","mk-3-blastech-weapon-mod"
"geonosian-spy","3","mk-2-chedak-comlink","mk-3-nubian-security-scanner","mk-1-athakam-medpac","mk-3-arakyd-droid-caller","mk-2-chedak-comlink","mk-5-biotech-implant"
"geonosian-spy","4","mk-1-chedak-comlink","mk-5-neuro-saav-electrobinoculars","mk-2-merr-sonn-shield-generator","mk-3-chiewab-hypo-syringe","mk-6-baw-armor-mod","mk-4-nubian-security-scanner"
"geonosian-spy","5","mk-1-sienar-holo-projector","mk-2-merr-sonn-shield-generator","mk-2-sienar-holo-projector","mk-4-nubian-security-scanner","mk-7-fabritech-data-pad","mk-4-merr-sonn-thermal-detonator"
"geonosian-spy","6","mk-5-neuro-saav-electrobinoculars","mk-4-nubian-design-tech","mk-7-loronar-power-cell","mk-5-sorosuub-keypad","mk-4-arakyd-droid-caller","mk-8-blastech-weapon-mod"
"geonosian-spy","7","mk-2-czerka-stun-cuffs","mk-4-arakyd-droid-caller","mk-4-arakyd-droid-caller","mk-8-fabritech-data-pad","mk-7-taggeco-holo-lens","mk-6-chiewab-hypo-syringe"
"geonosian-spy","8","mk-6-neuro-saav-electrobinoculars","mk-7-taggeco-holo-lens","mk-3-carbanti-sensor-array","mk-6-chiewab-hypo-syringe","mk-3-czerka-stun-cuffs","mk-5-cec-fusion-furnace"
"geonosian-spy","9","mk-4-sorosuub-keypad","mk-6-chiewab-hypo-syringe","mk-3-czerka-stun-cuffs","mk-5-cec-fusion-furnace","mk-7-nubian-security-scanner","mk-4-athakam-medpac"
"geonosian-spy","10","mk-6-chiewab-hypo-syringe","mk-10-neuro-saav-electrobinoculars","mk-8-biotech-implant","mk-9-fabritech-data-pad","mk-3-zaltin-bacta-gel","mk-6-merr-sonn-thermal-detonator"
"geonosian-spy","11","mk-5-akt-stun-gun","mk-7-merr-sonn-shield-generator","mk-3-zaltin-bacta-gel","mk-8-biotech-implant","mk-9-neuro-saav-electrobinoculars","unknown-gear"
"grand-master-yoda","1","mk-1-biotech-implant","mk-1-cec-fusion-furnace","mk-1-taggeco-holo-lens","mk-1-neuro-saav-electrobinoculars","mk-1-baw-armor-mod","mk-1-blastech-weapon-mod"
"grand-master-yoda","2","mk-1-neuro-saav-electrobinoculars","mk-2-baw-armor-mod","mk-1-czerka-stun-cuffs","mk-3-neuro-saav-electrobinoculars","mk-1-nubian-design-tech","mk-2-arakyd-droid-caller"
"grand-master-yoda","3","mk-1-biotech-implant","mk-1-nubian-design-tech","mk-2-arakyd-droid-caller","mk-3-nubian-security-scanner","mk-4-merr-sonn-shield-generator","mk-5-loronar-power-cell"
"grand-master-yoda","4","mk-3-neuro-saav-electrobinoculars","mk-5-loronar-power-cell","mk-3-nubian-design-tech","mk-3-chiewab-hypo-syringe","mk-3-merr-sonn-thermal-detonator","mk-4-nubian-design-tech"
"grand-master-yoda","5","mk-5-fabritech-data-pad","mk-3-chiewab-hypo-syringe","mk-3-merr-sonn-thermal-detonator","mk-7-blastech-weapon-mod","mk-1-zaltin-bacta-gel","mk-2-carbanti-sensor-array"
"grand-master-yoda","6","mk-5-fabritech-data-pad","mk-3-chiewab-hypo-syringe","mk-4-merr-sonn-shield-generator","mk-7-loronar-power-cell","mk-4-cec-fusion-furnace","mk-7-neuro-saav-electrobinoculars"
"grand-master-yoda","7","mk-3-chiewab-hypo-syringe","mk-2-chedak-comlink","mk-4-sorosuub-keypad","mk-7-neuro-saav-electrobinoculars","mk-2-zaltin-bacta-gel","mk-3-athakam-medpac"
"grand-master-yoda","8","mk-5-loronar-power-cell","mk-3-chiewab-hypo-syringe","mk-7-neuro-saav-electrobinoculars","mk-3-athakam-medpac","mk-8-taggeco-holo-lens","mk-7-biotech-implant"
"grand-master-yoda","9","mk-3-nubian-design-tech","mk-4-akt-stun-gun","mk-8-taggeco-holo-lens","mk-8-baw-armor-mod","mk-7-nubian-security-scanner","mk-6-nubian-design-tech"
"grand-master-yoda","10","mk-6-merr-sonn-shield-generator","mk-5-nubian-design-tech","mk-5-athakam-medpac","mk-4-akt-stun-gun","mk-3-sienar-holo-projector","mk-6-cec-fusion-furnace"
"grand-master-yoda","11","unknown-gear","mk-3-zaltin-bacta-gel","mk-8-biotech-implant","mk-8-biotech-implant","mk-6-cec-fusion-furnace","unknown-gear"
"grand-moff-tarkin","1","mk-1-biotech-implant","mk-1-neuro-saav-electrobinoculars","mk-1-neuro-saav-electrobinoculars","mk-1-arakyd-droid-caller","mk-1-akt-stun-gun","mk-1-akt-stun-gun"
"grand-moff-tarkin","2","mk-2-baw-armor-mod","mk-3-blastech-weapon-mod","mk-3-taggeco-holo-lens","mk-2-neuro-saav-electrobinoculars","mk-1-czerka-stun-cuffs","mk-1-merr-sonn-shield-generator"
"grand-moff-tarkin","3","mk-4-biotech-implant","mk-4-loronar-power-cell","mk-1-athakam-medpac","mk-5-loronar-power-cell","mk-2-blastech-weapon-mod","mk-1-chedak-comlink"
"grand-moff-tarkin","4","mk-3-nubian-design-tech","mk-1-carbanti-sensor-array","mk-3-biotech-implant","mk-2-chiewab-hypo-syringe","mk-3-baw-armor-mod","mk-2-blastech-weapon-mod"
"grand-moff-tarkin","5","mk-2-carbanti-sensor-array","mk-5-merr-sonn-shield-generator","mk-7-baw-armor-mod","mk-2-merr-sonn-shield-generator","mk-3-chiewab-hypo-syringe","mk-5-loronar-power-cell"
"grand-moff-tarkin","6","mk-5-nubian-design-tech","mk-6-biotech-implant","mk-6-neuro-saav-electrobinoculars","mk-1-athakam-medpac","mk-5-baw-armor-mod","mk-3-sienar-holo-projector"
"grand-moff-tarkin","7","mk-3-athakam-medpac","mk-4-sorosuub-keypad","mk-5-chiewab-hypo-syringe","mk-2-czerka-stun-cuffs","mk-3-merr-sonn-thermal-detonator","mk-1-chedak-comlink"
"grand-moff-tarkin","8","mk-5-arakyd-droid-caller","mk-4-arakyd-droid-caller","mk-7-biotech-implant","mk-3-sienar-holo-projector","mk-7-neuro-saav-electrobinoculars","mk-7-blastech-weapon-mod"
"grand-moff-tarkin","9","mk-5-carbanti-sensor-array","mk-8-baw-armor-mod","mk-4-sorosuub-keypad","mk-6-biotech-implant","mk-3-czerka-stun-cuffs","mk-2-merr-sonn-shield-generator"
"grand-moff-tarkin","10","mk-8-baw-armor-mod","mk-6-merr-sonn-thermal-detonator","mk-7-nubian-security-scanner","mk-6-cec-fusion-furnace","mk-8-taggeco-holo-lens","mk-5-akt-stun-gun"
"grand-moff-tarkin","11","mk-7-merr-sonn-shield-generator","mk-6-merr-sonn-thermal-detonator","mk-8-taggeco-holo-lens","mk-9-neuro-saav-electrobinoculars","mk-5-merr-sonn-thermal-detonator","unknown-gear"
"greedo","1","mk-1-biotech-implant","mk-1-neuro-saav-electrobinoculars","mk-1-neuro-saav-electrobinoculars","mk-1-arakyd-droid-caller","mk-1-akt-stun-gun","mk-1-akt-stun-gun"
"greedo","2","mk-2-baw-armor-mod","mk-3-blastech-weapon-mod","mk-3-taggeco-holo-lens","mk-2-neuro-saav-electrobinoculars","mk-1-czerka-stun-cuffs","mk-1-merr-sonn-shield-generator"
"greedo","3","mk-4-biotech-implant","mk-4-loronar-power-cell","mk-1-athakam-medpac","mk-5-loronar-power-cell","mk-2-blastech-weapon-mod","mk-1-chedak-comlink"
